,X,X.x,Site,CoreName_2,Extracted_IntervalStart_Depth_cm,Extracted_IntervalEnd_Depth_cm,Corrected_IntervalStart_Depth_cm,Corrected_IntervalEnd_Depth_cm,Corrected_DBD_g_cm3,Corrected_Sample_Thickness_cm,Province,Region,OC_Per,Study,Percent.Sand.Fraction,Percent.Gravel.Fraction,Core.Number,Type,Coast,Percent.Silt.Fraction,SiteName2.x,Corrected_Midpoint_cm,Corrected_Midpoint_cm_rounded,SiteCode,Watercourse_NEAR_DIST.x,REI_SUM,X.y,REI_Scaled,Elevation,Watercourse_NEAR_DIST.y,REI_Raw
1,1,1,Annandale,PEI-ANN-1-BA-,0,2,0,3,0.994695136,3,PEI,Gulf of St Lawrence,0.212,Christensen,95.7,0,1,BA,Gulf of St.Lawrence,4.3,Annandale,1.5,5,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
2,2,2,Annandale,PEI-ANN-1-BA-,10,20,15.1,30.2,1.001016563,15.1,PEI,Gulf of St Lawrence,0.14,Christensen,95.6,0,1,BA,Gulf of St.Lawrence,4.4,Annandale,22.65,25,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
3,3,3,Annandale,PEI-ANN-1-BA-,2,5,3,7.5,0.991596397,4.5,PEI,Gulf of St Lawrence,0.193,Christensen,95.8,0,1,BA,Gulf of St.Lawrence,4.2,Annandale,5.25,10,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
4,4,4,Annandale,PEI-ANN-1-BA-,20,30,30.2,45.3,0.732913687,15.1,PEI,Gulf of St Lawrence,0.313,Christensen,87.4,0,1,BA,Gulf of St.Lawrence,12.5,Annandale,37.75,40,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
5,5,5,Annandale,PEI-ANN-1-BA-,30,36.3,45.3,54.8,1.196408272,9.5,PEI,Gulf of St Lawrence,0.589,Christensen,82.3,0,1,BA,Gulf of St.Lawrence,17.7,Annandale,50.05,55,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
6,6,6,Annandale,PEI-ANN-1-BA-,5,10,7.5,15.1,0.834428368,7.6,PEI,Gulf of St Lawrence,0.129,Christensen,97.1,0,1,BA,Gulf of St.Lawrence,3,Annandale,11.3,15,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
7,7,7,Annandale,PEI-ANN-2-BA-,0,2,0,3.2,1.051715153,3.2,PEI,Gulf of St Lawrence,0.219,Christensen,96.6,0,2,BA,Gulf of St.Lawrence,3.5,Annandale,1.6,5,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
8,8,8,Annandale,PEI-ANN-2-BA-,10,20,16.1,32.2,0.738638358,16.1,PEI,Gulf of St Lawrence,0.177,Christensen,96.1,0,2,BA,Gulf of St.Lawrence,4,Annandale,24.15,25,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
9,9,9,Annandale,PEI-ANN-2-BA-,2,5,3.2,8.1,0.602472588,4.9,PEI,Gulf of St Lawrence,0.175,Christensen,96.2,0,2,BA,Gulf of St.Lawrence,3.9,Annandale,5.65,10,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
10,10,10,Annandale,PEI-ANN-2-BA-,20,32.5,32.2,52.4,0.970363942,20.2,PEI,Gulf of St Lawrence,0.291,Christensen,90,0,2,BA,Gulf of St.Lawrence,9.9,Annandale,42.3,45,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
11,11,11,Annandale,PEI-ANN-2-BA-,5,10,8.1,16.1,1.188925674,8,PEI,Gulf of St Lawrence,0.116,Christensen,96.7,0,2,BA,Gulf of St.Lawrence,3.4,Annandale,12.1,15,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
12,12,12,Annandale,PEI-ANN-3-SG-,0,2,0,3.2,0.901681755,3.2,PEI,Gulf of St Lawrence,0.335,Christensen,94.5,0,3,SG,Gulf of St.Lawrence,5.5,Annandale,1.6,5,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
13,13,13,Annandale,PEI-ANN-3-SG-,10,20,15.8,31.6,0.651601965,15.8,PEI,Gulf of St Lawrence,0.184,Christensen,94,0,3,SG,Gulf of St.Lawrence,6.1,Annandale,23.7,25,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
14,14,14,Annandale,PEI-ANN-3-SG-,2,5,3.2,7.9,0.813372332,4.7,PEI,Gulf of St Lawrence,0.299,Christensen,95.4,0,3,SG,Gulf of St.Lawrence,4.5,Annandale,5.55,10,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
15,15,15,Annandale,PEI-ANN-3-SG-,20,33.5,31.6,53,0.862760476,21.4,PEI,Gulf of St Lawrence,0.774,Christensen,78.8,0,3,SG,Gulf of St.Lawrence,21,Annandale,42.3,45,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
16,16,16,Annandale,PEI-ANN-3-SG-,5,10,7.9,15.8,1.072265394,7.9,PEI,Gulf of St Lawrence,0.218,Christensen,94.2,0,3,SG,Gulf of St.Lawrence,5.8,Annandale,11.85,15,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
17,17,17,Annandale,PEI-ANN-5-SG-,0,2,0,3.4,0.658320177,3.4,PEI,Gulf of St Lawrence,0.304,Christensen,96.3,0,5,SG,Gulf of St.Lawrence,3.6,Annandale,1.7,5,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
18,18,18,Annandale,PEI-ANN-5-SG-,10,20,16.8,33.7,0.889856846,16.9,PEI,Gulf of St Lawrence,0.22,Christensen,91.3,0,5,SG,Gulf of St.Lawrence,8.8,Annandale,25.25,30,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
19,19,19,Annandale,PEI-ANN-5-SG-,2,5,3.4,8.4,1.005862407,5,PEI,Gulf of St Lawrence,0.258,Christensen,94.8,0,5,SG,Gulf of St.Lawrence,5.1,Annandale,5.9,10,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
20,20,20,Annandale,PEI-ANN-5-SG-,20,30.4,33.7,51.2,0.589298041,17.5,PEI,Gulf of St Lawrence,0.503,Christensen,80.6,0,5,SG,Gulf of St.Lawrence,19.2,Annandale,42.45,45,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
21,21,21,Annandale,PEI-ANN-5-SG-,5,10,8.4,16.8,0.898857849,8.4,PEI,Gulf of St Lawrence,0.223,Christensen,92.7,0,5,SG,Gulf of St.Lawrence,7.2,Annandale,12.6,15,ANN,89030.64851,1.02925e+49,2,0.027056911,-2,89030.64851,1656.040646
22,22,22,Airpark,BC-BOB-4-SG-4,0,2,0,2.2,1.164336073,2.2,BC,Lower Mainland,0.425,Christensen,94.4,0,4,SG,Pacific,5.6,Boundary Bay,1.1,5,BOB,11002.10462,6.5143e+70,72,0.20419997,-26,11002.10462,10488.30575
23,23,23,Airpark,BC-BOB-4-SG-4,30,39.9,32.3,42.9,0.783869166,10.6,BC,Lower Mainland,0.199,Christensen,97.2,0,4,SG,Pacific,2.8,Boundary Bay,37.6,40,BOB,11002.10462,6.5143e+70,72,0.20419997,-26,11002.10462,10488.30575
24,24,24,Airpark,BC-BOB-4-SG-4,10,20,10.8,21.5,0.732440857,10.7,BC,Lower Mainland,0.225,Christensen,97,0,4,SG,Pacific,3,Boundary Bay,16.15,20,BOB,11002.10462,6.5143e+70,72,0.20419997,-26,11002.10462,10488.30575
25,25,25,Airpark,BC-BOB-4-SG-4,2,5,2.2,5.4,0.592982304,3.2,BC,Lower Mainland,0.339,Christensen,95.6,0,4,SG,Pacific,4.5,Boundary Bay,3.8,5,BOB,11002.10462,6.5143e+70,72,0.20419997,-26,11002.10462,10488.30575
26,26,26,Airpark,BC-BOB-4-SG-4,20,30,21.5,32.3,0.971264118,10.8,BC,Lower Mainland,0.24,Christensen,95.6,0,4,SG,Pacific,4.5,Boundary Bay,26.9,30,BOB,11002.10462,6.5143e+70,72,0.20419997,-26,11002.10462,10488.30575
27,27,27,Airpark,BC-BOB-3-SG-3,0,2,0,3.2,1.383308139,3.2,BC,Lower Mainland,0.472,Christensen,93.3,0,3,SG,Pacific,6.6,Boundary Bay,1.6,5,BOB,11002.10462,6.5143e+70,72,0.20419997,-26,11002.10462,10488.30575
28,28,28,Airpark,BC-BOB-3-SG-3,10,20,16.2,32.5,1.247245043,16.3,BC,Lower Mainland,0.26,Christensen,96.5,0,3,SG,Pacific,3.5,Boundary Bay,24.35,25,BOB,11002.10462,6.5143e+70,72,0.20419997,-26,11002.10462,10488.30575
29,29,29,Airpark,BC-BOB-3-SG-3,2,5,3.2,8.1,1.206306263,4.9,BC,Lower Mainland,0.494,Christensen,93.7,0,3,SG,Pacific,6.4,Boundary Bay,5.65,10,BOB,11002.10462,6.5143e+70,72,0.20419997,-26,11002.10462,10488.30575
30,30,30,Airpark,BC-BOB-3-SG-3,20,30.5,32.5,49.5,1.480814493,17,BC,Lower Mainland,0.21,Christensen,97.5,0,3,SG,Pacific,2.5,Boundary Bay,41,45,BOB,11002.10462,6.5143e+70,72,0.20419997,-26,11002.10462,10488.30575
31,31,31,Airpark,BC-BOB-3-SG-3,5,10,8.1,6.2,1.18780362,-1.9,BC,Lower Mainland,0.342,Christensen,97,0,3,SG,Pacific,3,Boundary Bay,7.15,10,BOB,11002.10462,6.5143e+70,72,0.20419997,-26,11002.10462,10488.30575
32,32,32,Airpark,BC-BOB-4-SG-4,5,10,5.4,0.8,0.676796057,-4.6,BC,Lower Mainland,0.322,Christensen,95.5,0,4,SG,Pacific,4.6,Boundary Bay,3.1,5,BOB,11002.10462,6.5143e+70,72,0.20419997,-26,11002.10462,10488.30575
33,33,33,Cardigan,PEI-CAR-1-BA-,0,2,0,2.6,3.152588162,0.4,PEI,Gulf of St Lawrence,0.319,Christensen,91.2,0,1,BA,Gulf of St.Lawrence,8.6,Cardigan,0.2,5,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
35,35,35,Cardigan,PEI-CAR-1-BA-,2,5,2.6,6.4,9.179330773,0.6,PEI,Gulf of St Lawrence,0.327,Christensen,94.6,0,1,BA,Gulf of St.Lawrence,5.4,Cardigan,0.7,5,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
36,36,36,Cardigan,PEI-CAR-1-BA-,5,10,6.4,12.9,6.978806272,1.1,PEI,Gulf of St Lawrence,0.262,Christensen,90.8,0,1,BA,Gulf of St.Lawrence,9,Cardigan,1.55,5,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
34,34,34,Cardigan,PEI-CAR-1-BA-,10,16.7,12.9,21.5,9.326255832,1.4,PEI,Gulf of St Lawrence,0.124,Christensen,56.9,0.2,1,BA,Gulf of St.Lawrence,42.9,Cardigan,2.8,5,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
37,37,37,Cardigan,PEI-CAR-2-BA-,0,2,0,2.9,1.043352134,2.9,PEI,Gulf of St Lawrence,0.223,Christensen,92.4,0,2,BA,Gulf of St.Lawrence,7.7,Cardigan,1.45,5,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
38,38,38,Cardigan,PEI-CAR-2-BA-,10,20,14.7,29.5,0.654918006,14.8,PEI,Gulf of St Lawrence,0.088,Christensen,76.6,0,2,BA,Gulf of St.Lawrence,23.5,Cardigan,22.1,25,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
39,39,39,Cardigan,PEI-CAR-2-BA-,2,5,2.9,7.4,1.186507297,4.5,PEI,Gulf of St Lawrence,0.208,Christensen,92.7,0,2,BA,Gulf of St.Lawrence,7.3,Cardigan,5.15,10,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
40,40,40,Cardigan,PEI-CAR-2-BA-,20,26.4,29.5,38.9,2.038208348,9.4,PEI,Gulf of St Lawrence,0.047,Christensen,64.4,0,2,BA,Gulf of St.Lawrence,35.6,Cardigan,34.2,35,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
41,41,41,Cardigan,PEI-CAR-2-BA-,5,10,7.4,14.7,1.044581576,7.3,PEI,Gulf of St Lawrence,0.083,Christensen,65,0,2,BA,Gulf of St.Lawrence,34.8,Cardigan,11.05,15,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
42,42,42,Cardigan,PEI-CAR-3-SG-,0,2,0,3.1,0.876132204,3.1,PEI,Gulf of St Lawrence,0.338,Christensen,91.9,0,3,SG,Gulf of St.Lawrence,8.1,Cardigan,1.55,5,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
43,43,43,Cardigan,PEI-CAR-3-SG-,2,5,3.1,7.7,0.792169534,4.6,PEI,Gulf of St Lawrence,0.26,Christensen,86.3,0,3,SG,Gulf of St.Lawrence,13.8,Cardigan,5.4,10,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
44,44,44,Cardigan,PEI-CAR-3-SG-,20,31.8,30.8,48.9,1.083409243,18.1,PEI,Gulf of St Lawrence,0.055,Christensen,66.7,0,3,SG,Gulf of St.Lawrence,33.2,Cardigan,39.85,40,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
45,45,45,Cardigan,PEI-CAR-4-SG-,0,2,0,2.3,1.242310305,2.3,PEI,Gulf of St Lawrence,0.411,Christensen,93.8,0,4,SG,Gulf of St.Lawrence,6.1,Cardigan,1.15,5,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
46,46,46,Cardigan,PEI-CAR-4-SG-,10,20,11.7,23.4,1.206680429,11.7,PEI,Gulf of St Lawrence,0.138,Christensen,82.7,0,4,SG,Gulf of St.Lawrence,17.3,Cardigan,17.55,20,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
47,47,47,Cardigan,PEI-CAR-4-SG-,2,5,2.3,5.9,1.416226774,3.6,PEI,Gulf of St Lawrence,0.343,Christensen,79.6,0,4,SG,Gulf of St.Lawrence,20.4,Cardigan,4.1,5,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
48,48,48,Cardigan,PEI-CAR-4-SG-,20,26.2,23.4,30.7,1.457993588,7.3,PEI,Gulf of St Lawrence,0.144,Christensen,69.5,0,4,SG,Gulf of St.Lawrence,30.5,Cardigan,27.05,30,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
49,49,49,Cardigan,PEI-CAR-4-SG-,5,10,5.9,11.7,1.315861892,5.8,PEI,Gulf of St Lawrence,0.126,Christensen,82.5,0,4,SG,Gulf of St.Lawrence,17.5,Cardigan,8.8,10,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
50,50,50,Cardigan,PEI-CAR-5-SG-,0,2,0,2.4,1.281250014,2.4,PEI,Gulf of St Lawrence,0.321,Christensen,94.5,0,5,SG,Gulf of St.Lawrence,5.4,Cardigan,1.2,5,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
51,51,51,Cardigan,PEI-CAR-5-SG-,10,20,11.8,23.6,1.067787582,11.8,PEI,Gulf of St Lawrence,0.225,Christensen,75.8,0,5,SG,Gulf of St.Lawrence,24.1,Cardigan,17.7,20,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
52,52,52,Cardigan,PEI-CAR-5-SG-,2,5,2.4,5.9,0.892200072,3.5,PEI,Gulf of St Lawrence,0.341,Christensen,93.7,0,5,SG,Gulf of St.Lawrence,6.2,Cardigan,4.15,5,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
53,53,53,Cardigan,PEI-CAR-5-SG-,20,26,23.6,30.7,1.488848965,7.1,PEI,Gulf of St Lawrence,0.136,Christensen,75.8,0,5,SG,Gulf of St.Lawrence,24.1,Cardigan,27.15,30,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
54,54,54,Cardigan,PEI-CAR-5-SG-,5,10,5.9,11.8,1.350185544,5.9,PEI,Gulf of St Lawrence,0.243,Christensen,84.6,0,5,SG,Gulf of St.Lawrence,15.4,Cardigan,8.85,10,CAR,81385.10969,1.43285e+47,6,0.027515053,8,81385.10969,1680.311839
55,55,55,Cates Park,BC-CAP-1-SG-1,2,5,3.6,9,1.000623579,5.4,BC,Lower Mainland,0.334,Christensen,96.4,0,1,SG,Pacific,3.6,Cates Park,6.3,10,CAP,11932.15437,1.24412e+47,7,0.020752545,22,11932.15437,1322.051462
56,56,56,Cates Park,BC-CAP-1-SG-1,0,2,0,3.6,1.212646918,3.6,BC,Lower Mainland,0.686,Christensen,93.7,0,1,SG,Pacific,6.3,Cates Park,1.8,5,CAP,11932.15437,1.24412e+47,7,0.020752545,22,11932.15437,1322.051462
57,57,57,Cates Park,BC-CAP-1-SG-1,10,20,17.9,35.9,1.362611782,18,BC,Lower Mainland,0.528,Christensen,94.3,0.4,1,SG,Pacific,5.5,Cates Park,26.9,30,CAP,11932.15437,1.24412e+47,7,0.020752545,22,11932.15437,1322.051462
58,58,58,Cates Park,BC-CAP-1-SG-1,20,22.3,35.9,40,1.187277326,4.1,BC,Lower Mainland,0.391,Christensen,95.3,0,1,SG,Pacific,4.6,Cates Park,37.95,40,CAP,11932.15437,1.24412e+47,7,0.020752545,22,11932.15437,1322.051462
59,59,59,Cates Park,BC-CAP-1-SG-1,5,10,9,7.9,1.194960595,-1.1,BC,Lower Mainland,0.281,Christensen,95.8,0,1,SG,Pacific,4.3,Cates Park,8.45,10,CAP,11932.15437,1.24412e+47,7,0.020752545,22,11932.15437,1322.051462
60,60,60,Centennial Beach,BC-CEB-1-SG-1,5,10,8.8,7.7,1.179417214,-1.1,BC,Lower Mainland,0.197,Christensen,100,0,1,SG,Pacific,0,Centennial Beach,8.25,10,CEB,8718.593092,3.71812e+68,8,0.233078785,-10,8718.593092,12570.55231
61,61,61,Centennial Beach,BC-CEB-2-BA-2,20,30,28.1,42.2,0.947735929,14.1,BC,Lower Mainland,0.134,Christensen,99.9,0,2,BA,Pacific,0,Centennial Beach,35.15,40,CEB,8718.593092,3.71812e+68,8,0.233078785,-10,8718.593092,12570.55231
62,62,62,Centennial Beach,BC-CEB-2-BA-2,30,39.5,42.2,55.5,2.195588235,13.3,BC,Lower Mainland,0.136,Christensen,100,0,2,BA,Pacific,0,Centennial Beach,48.85,50,CEB,8718.593092,3.71812e+68,8,0.233078785,-10,8718.593092,12570.55231
63,63,63,Centennial Beach,BC-CEB-2-BA-2,10,20,14.1,28.1,0.958625273,14,BC,Lower Mainland,0.159,Christensen,100,0,2,BA,Pacific,0,Centennial Beach,21.1,25,CEB,8718.593092,3.71812e+68,8,0.233078785,-10,8718.593092,12570.55231
64,64,64,Centennial Beach,BC-CEB-2-BA-2,2,5,2.8,7,0.894983524,4.2,BC,Lower Mainland,0.154,Christensen,100.1,0,2,BA,Pacific,0,Centennial Beach,4.9,5,CEB,8718.593092,3.71812e+68,8,0.233078785,-10,8718.593092,12570.55231
65,65,65,Centennial Beach,BC-CEB-1-SG-1,0,2,0,3.5,1.586420131,3.5,BC,Lower Mainland,0.509,Christensen,93.8,0,1,SG,Pacific,6.1,Centennial Beach,1.75,5,CEB,8718.593092,3.71812e+68,8,0.233078785,-10,8718.593092,12570.55231
66,66,66,Centennial Beach,BC-CEB-1-SG-1,10,20,17.7,35.4,1.162008841,17.7,BC,Lower Mainland,0.16,Christensen,100,0,1,SG,Pacific,0,Centennial Beach,26.55,30,CEB,8718.593092,3.71812e+68,8,0.233078785,-10,8718.593092,12570.55231
67,67,67,Centennial Beach,BC-CEB-1-SG-1,2,5,3.5,8.8,1.191315496,5.3,BC,Lower Mainland,0.303,Christensen,96.9,0,1,SG,Pacific,3,Centennial Beach,6.15,10,CEB,8718.593092,3.71812e+68,8,0.233078785,-10,8718.593092,12570.55231
68,68,68,Centennial Beach,BC-CEB-1-SG-1,20,31,35.4,54.8,1.349940903,19.4,BC,Lower Mainland,0.193,Christensen,98.7,0,1,SG,Pacific,1.2,Centennial Beach,45.1,50,CEB,8718.593092,3.71812e+68,8,0.233078785,-10,8718.593092,12570.55231
69,69,69,Centennial Beach,BC-CEB-2-BA-2,5,10,7,4.1,0.881948762,-2.9,BC,Lower Mainland,0.16,Christensen,99.9,0,2,BA,Pacific,0,Centennial Beach,5.55,10,CEB,8718.593092,3.71812e+68,8,0.233078785,-10,8718.593092,12570.55231
70,70,70,Crescent Beach,BC-CRB-2-BA-2,20,30,24.5,36.7,0.946683855,12.2,BC,Lower Mainland,0.082,Christensen,100,0,2,BA,Pacific,0,Crescent Beach,30.6,35,CRB,13699.79929,1.28414e+70,12,0.185746742,-1,13699.79929,10063.02181
71,71,71,Crescent Beach,BC-CRB-2-BA-2,30,40.2,36.7,49.2,0.868339389,12.5,BC,Lower Mainland,0.068,Christensen,98,0,2,BA,Pacific,2,Crescent Beach,42.95,45,CRB,13699.79929,1.28414e+70,12,0.185746742,-1,13699.79929,10063.02181
72,72,72,Crescent Beach,BC-CRB-2-BA-2,5,10,6.1,2.2,0.774773602,-3.9,BC,Lower Mainland,0.16,Christensen,100,0,2,BA,Pacific,0,Crescent Beach,4.15,5,CRB,13699.79929,1.28414e+70,12,0.185746742,-1,13699.79929,10063.02181
73,73,73,Crescent Beach,BC-CRB-1-SG-1,0,2,0,2.7,1.017939132,2.7,BC,Lower Mainland,0.169,Christensen,100,0,1,SG,Pacific,0,Crescent Beach,1.35,5,CRB,13699.79929,1.28414e+70,12,0.185746742,-1,13699.79929,10063.02181
74,74,74,Crescent Beach,BC-CRB-1-SG-1,10,20,13.6,27.1,0.884921464,13.5,BC,Lower Mainland,0.101,Christensen,100,0,1,SG,Pacific,0,Crescent Beach,20.35,25,CRB,13699.79929,1.28414e+70,12,0.185746742,-1,13699.79929,10063.02181
75,75,75,Crescent Beach,BC-CRB-1-SG-1,2,5,2.7,6.8,0.818602293,4.1,BC,Lower Mainland,0.146,Christensen,100,0,1,SG,Pacific,0,Crescent Beach,4.75,5,CRB,13699.79929,1.28414e+70,12,0.185746742,-1,13699.79929,10063.02181
76,76,76,Crescent Beach,BC-CRB-1-SG-1,20,30,27.1,40.7,1.11513166,13.6,BC,Lower Mainland,0.088,Christensen,100,0,1,SG,Pacific,0,Crescent Beach,33.9,35,CRB,13699.79929,1.28414e+70,12,0.185746742,-1,13699.79929,10063.02181
77,77,77,Crescent Beach,BC-CRB-1-SG-1,30,37.8,40.7,51.3,0.859495097,10.6,BC,Lower Mainland,0.088,Christensen,100,0,1,SG,Pacific,0,Crescent Beach,46,50,CRB,13699.79929,1.28414e+70,12,0.185746742,-1,13699.79929,10063.02181
78,78,78,Crescent Beach,BC-CRB-1-SG-1,5,10,6.8,3.6,0.830792247,-3.2,BC,Lower Mainland,0.103,Christensen,100,0,1,SG,Pacific,0,Crescent Beach,5.2,10,CRB,13699.79929,1.28414e+70,12,0.185746742,-1,13699.79929,10063.02181
79,79,79,Crescent Beach,BC-CRB-2-BA-2,0,2,0,2.4,0.986521682,2.4,BC,Lower Mainland,0.103,Christensen,100,0,2,BA,Pacific,0,Crescent Beach,1.2,5,CRB,13699.79929,1.28414e+70,12,0.185746742,-1,13699.79929,10063.02181
80,80,80,Crescent Beach,BC-CRB-2-BA-2,10,20,12.2,24.5,0.83119059,12.3,BC,Lower Mainland,0.062,Christensen,99.9,0,2,BA,Pacific,0,Crescent Beach,18.35,20,CRB,13699.79929,1.28414e+70,12,0.185746742,-1,13699.79929,10063.02181
81,81,81,Crescent Beach,BC-CRB-2-BA-2,2,5,2.4,6.1,0.848331874,3.7,BC,Lower Mainland,0.126,Christensen,100.1,0,2,BA,Pacific,0,Crescent Beach,4.25,5,CRB,13699.79929,1.28414e+70,12,0.185746742,-1,13699.79929,10063.02181
82,82,82,Fulmore,BC-FUL-4-SG-4,5,10,6.7,13.3,1.062782088,6.6,BC,Central Coast,0.809,Christensen,73.3,0,4,SG,Pacific,26.7,Fulmore,10,10,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
83,83,83,Fulmore,BC-FUL-5-BA-5,0,2,0,3.7,0.880602751,3.7,BC,Central Coast,0.458,Christensen,82.1,0,5,BA,Pacific,17.8,Fulmore,1.85,5,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
84,84,84,Fulmore,BC-FUL-5-BA-5,10,20,18.5,37,0.831798261,18.5,BC,Central Coast,0.382,Christensen,82.9,0,5,BA,Pacific,17.1,Fulmore,27.75,30,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
85,85,85,Fulmore,BC-FUL-5-BA-5,2,5,3.7,9.3,0.696196552,5.6,BC,Central Coast,0.092,Christensen,80.3,0,5,BA,Pacific,19.8,Fulmore,6.5,10,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
86,86,86,Fulmore,BC-FUL-2-SG-2,0,2,0,3.8,0.567989721,3.8,BC,Central Coast,1.516,Christensen,66.9,0,2,SG,Pacific,33.1,Fulmore,1.9,5,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
87,87,87,Fulmore,BC-FUL-2-SG-2,10,20,18.8,37.7,0.731678098,18.9,BC,Central Coast,0.931,Christensen,71.8,0,2,SG,Pacific,28.2,Fulmore,28.25,30,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
88,88,88,Fulmore,BC-FUL-2-SG-2,2,5,3.8,9.4,0.629111975,5.6,BC,Central Coast,1.028,Christensen,72.4,0,2,SG,Pacific,27.7,Fulmore,6.6,10,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
89,89,89,Fulmore,BC-FUL-2-SG-2,20,29,37.7,54.6,0.668203714,16.9,BC,Central Coast,1.149,Christensen,70.4,0,2,SG,Pacific,29.5,Fulmore,46.15,50,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
90,90,90,Fulmore,BC-FUL-4-SG-4,0,2,0,2.66,1.025639584,2.66,BC,Central Coast,1.218,Christensen,66.3,0,4,SG,Pacific,33.8,Fulmore,1.33,5,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
91,91,91,Fulmore,BC-FUL-4-SG-4,10,20,13.3,26.6,1.045054984,13.3,BC,Central Coast,0.744,Christensen,72.2,0,4,SG,Pacific,27.7,Fulmore,19.95,20,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
92,92,92,Fulmore,BC-FUL-4-SG-4,2,5,2.7,6.65,0.896203587,3.95,BC,Central Coast,1.015,Christensen,70.2,0,4,SG,Pacific,29.8,Fulmore,4.675,5,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
93,93,93,Fulmore,BC-FUL-4-SG-4,20,30,26.6,39.9,1.013821515,13.3,BC,Central Coast,0.8,Christensen,73.3,0,4,SG,Pacific,26.9,Fulmore,33.25,35,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
94,94,94,Fulmore,BC-FUL-4-SG-4,30,40,39.9,53.2,0.862296984,13.3,BC,Central Coast,0.707,Christensen,69.9,0,4,SG,Pacific,30.1,Fulmore,46.55,50,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
